iter	MultiClass
0	1.010647798
1	0.9329048438
2	0.8727853025
3	0.8156565469
4	0.7605196676
5	0.7085512372
6	0.6732481454
7	0.6363651441
8	0.5984301206
9	0.563603713
10	0.532724473
11	0.5074702573
12	0.4839640533
13	0.4616655259
14	0.4384779455
15	0.4196113934
16	0.3992300577
17	0.3845863982
18	0.3693328054
19	0.3553655788
20	0.3411399161
21	0.3268025431
22	0.3135484791
23	0.3020917999
24	0.2921673151
25	0.2841843823
26	0.2751048998
27	0.2678557492
28	0.2585116929
29	0.2500680237
30	0.2430546415
31	0.2353200894
32	0.2295190852
33	0.2241741317
34	0.2179605417
35	0.2128678641
36	0.2073969019
37	0.2020511239
38	0.1971378382
39	0.1926444082
40	0.1887872522
41	0.1839208491
42	0.1793090858
43	0.1750038127
44	0.1706435485
45	0.1659362763
46	0.1625095409
47	0.1587619153
48	0.1556006602
49	0.1521644504
50	0.1479323362
51	0.1448648193
52	0.1421091695
53	0.1392619612
54	0.1367768851
55	0.1343883263
56	0.1319250355
57	0.1295100275
58	0.1257958871
59	0.1233659937
60	0.121314208
61	0.1189349188
62	0.1158680306
63	0.1136191315
64	0.1114815925
65	0.1092420357
66	0.1073127389
67	0.1055575802
68	0.1032777941
69	0.1018082083
70	0.09982964329
71	0.09815853457
72	0.09614745256
73	0.09443932823
74	0.092409287
75	0.09109808061
76	0.0894822933
77	0.08814563797
78	0.08692993829
79	0.08593312985
80	0.08462844732
81	0.0829206969
82	0.08201506285
83	0.08022078079
84	0.07924803739
85	0.07813267828
86	0.07680684304
87	0.07597814752
88	0.07451075216
89	0.07343565428
90	0.07261101195
91	0.07163029407
92	0.07028279706
93	0.069207665
94	0.06819343577
95	0.06753897101
96	0.06685517079
97	0.06576332379
98	0.06482858368
99	0.06397650734
100	0.06332686948
101	0.06224955576
102	0.06139598147
103	0.06073196782
104	0.059768448
105	0.05910048711
106	0.0583824093
107	0.05741036974
108	0.05642313387
109	0.0558156264
110	0.05516601209
111	0.05428403186
112	0.05348282045
113	0.0527068073
114	0.05206134494
115	0.05152167158
116	0.05098158487
117	0.05018280457
118	0.04970581961
119	0.04912818835
120	0.04847858853
121	0.04805997299
122	0.04741167064
123	0.04689124032
124	0.04636285113
125	0.04586737067
126	0.04523104282
127	0.04477067742
128	0.04427808453
129	0.04378790181
130	0.04318518118
131	0.04275662442
132	0.04239198006
133	0.04204299222
134	0.04150327639
135	0.04105665889
136	0.0405032912
137	0.0401735693
138	0.03979539184
139	0.03948007639
140	0.03898358481
141	0.0386237115
142	0.03825850035
143	0.03795112252
144	0.03766940047
145	0.03731296049
146	0.03699544321
147	0.03674282885
148	0.0364789567
149	0.03621041962
150	0.03597878594
151	0.03563689746
152	0.03541707337
153	0.03516803377
154	0.03475929151
155	0.03454814641
156	0.03428958438
157	0.03398081699
158	0.0337262378
159	0.03344159735
160	0.03315847277
161	0.03282018024
162	0.03261066343
163	0.03225679642
164	0.03199419872
165	0.03181584836
166	0.03157948278
167	0.03137530407
168	0.03117479112
169	0.03099584015
170	0.03080351117
171	0.03056161441
172	0.03035056806
173	0.03004021715
174	0.02971525266
175	0.02954212201
176	0.02930657341
177	0.02904367152
178	0.02888732084
179	0.0287593529
180	0.02857706939
181	0.02839968128
182	0.0281816972
183	0.02801868985
184	0.02774648159
185	0.02757926527
186	0.02740137521
187	0.02721880881
188	0.02702833265
189	0.02686221108
190	0.02667509431
191	0.02653604469
192	0.02629562633
193	0.02604824319
194	0.02580532384
195	0.02570574779
196	0.02554409813
197	0.02537562709
198	0.02513531519
199	0.02500508042
200	0.02487528198
201	0.02474670355
202	0.02453280356
203	0.02431616985
204	0.02416583174
205	0.02401446483
206	0.02380942616
207	0.02368575387
208	0.02348854758
209	0.02336202225
210	0.02325751298
211	0.0230671394
212	0.0229478225
213	0.02282677928
214	0.02263676776
215	0.02248885906
216	0.0223279043
217	0.02217452597
218	0.02200077532
219	0.0219080286
220	0.02179095734
221	0.02168839144
222	0.02152174575
223	0.02142963385
224	0.02131583742
225	0.02120228401
226	0.02107753389
227	0.02094017527
228	0.020830047
229	0.02071286176
230	0.02061308736
231	0.02047694447
232	0.02037552065
233	0.02022808745
234	0.02014396507
235	0.01999993011
236	0.01991824802
237	0.01983689641
238	0.01973924281
239	0.01961522536
240	0.01951477532
241	0.01938921554
242	0.01929263992
243	0.01921649051
244	0.0191415474
245	0.01902372215
246	0.01894573905
247	0.01884931943
248	0.01877120714
249	0.01867304466
250	0.01860485526
251	0.0185513048
252	0.0184825629
253	0.01840050714
254	0.01827915818
255	0.01815943196
256	0.01806246587
257	0.01798574612
258	0.0179026651
259	0.0178269758
260	0.0177441823
261	0.01762891569
262	0.01751206036
263	0.01742723363
264	0.01736409641
265	0.01725851548
266	0.01716605638
267	0.01708476351
268	0.01700491196
269	0.01693341874
270	0.01688351328
271	0.01680585507
272	0.01673965471
273	0.0166797417
274	0.01660190765
275	0.01654302027
276	0.0164755134
277	0.01641899601
278	0.01635524209
279	0.01630546436
280	0.0162360394
281	0.01615006517
282	0.01610141452
283	0.01603756198
284	0.01598281833
285	0.01591630702
286	0.01585330745
287	0.01578499687
288	0.0157214297
289	0.01565716846
290	0.01557022161
291	0.01552047761
292	0.01544165807
293	0.01537697405
294	0.01528661995
295	0.0152265654
296	0.01517610642
297	0.01511604691
298	0.01505442512
299	0.01498882571
300	0.01493865013
